relevance,articleid,date,headline,text
no,wapo_138200210,9/26/84,President Minimizes High Rates: Says U.S. Imports Offsetting Interest...,"President Reagan, in an exceptionally optimistic assessment of world economic prospects, said yesterday that the impact of high U.S. interest rates on Third World nations is more than offset by their opportunities to export more into the robust American economy.</br></br>Reagan, addressing the 39th joint annual meeting of the World Bank and the International Monetary Fund, acknowledged ""complaints about high interest rates,â€ù especially from Third World countries ""legitimately concerned about the additional debt service costs they must bear.â€ù [Related story. Page FI.]</br></br>But he pointed to â€œa slight drop in [interest rates] the last several days,â€ù and added: â€œI believe there will be more of that ahead.â€ù</br></br>And he stressed the contribution to the economies of those nations from heavy U.S. imports from them.</br></br>For example, he said, in the first seven months of this year American imports from the non-oil-exporting poor countries had increased more than $12 billion over the amount in the same period of 1983."
no,wapo_141846116,2/20/63,Market Gives Ground in Moderate Trading: U.S. Smelting Hops $6.25,"NEW YORK, Fob. 19 (AP)â€”A general decline of blue chips, combined with big gains by a few specially situated issues, highlighted today the sharpest stock market decline of this month. Trading was moderately active.</br></br>The news background did nothing to enliven optimism. Housing starts in January fell to an 11-month low after seasonal adjustment. Word that some Soviet troops will be withdrawn from Cuba merely focused attention on that trouble spot. Various objections to President Kennedyâ€™s tax program were aired before the House Ways and Means Committee.</br></br>The Dow Jones industrial average dropped 2.13 to 686.83. The Associated Press average of 60 stocks fell 1.2 to 258.7 with industries off 1.4, rails off .1, and utilities off 1.3.</br></br>U. S. Smelting was the most active stock, its rise of 6Vi putting the final price at 87% on turnover of 85,000 shares. This thinly distributed issue has attracted attention because of a looming proxy fight. Brokers said, however, that todayâ€™s unusual rise was probably due to short covering.</br></br>How much of a â€œsqueezeâ€ù there is on the â€œshortsâ€ù in U. S. Smelting should be clearer tomorrow when the New York Stock Exchange will announce its monthly short interest totalâ€”the aggregate short sales in the various stocks."
yes,wapo_148558694,3/22/54,"State of Economy Doesnâ€™t Justify Emergency Moves Now, CED Says","The idea of making March the trigger month for Government emergency action to halt a rise in unemployment has been sharply challenged by the head of a leading business research organization, the Committee for Economic Development.</br></br>Meyer Kestnbaum, chairman of the CED board of trustees and president of Hart Schaff-ner and Marx, believes the period to watch will be not the current month alone, but the entire period from now into early autumn. He does not feel the present situation is so alarming as to call for drastic emergency action.</br></br>Kestnbaum outlined his views in a press conference at which the CED issued a new study of proposed Government and business policy for greater economic stability, entitled â€œDefense Against Recession.â€ù the present business situation. In its major emphasis, the CED view closely parallels President Eisenhowerâ€™s economic report to Congress in January. The Presidentâ€™s report charted a â€œflexibleâ€ù Government policy for dealing with the business decline, plus, â€œboldâ€ù long-range moves to strengthen the economy, but said the situation clearly did not require â€œemergencyâ€ù measures.</br></br>In mid-February, Mr. Eisenhower, in talking to his news conference about increasing unemployment, said his Administration was watching the( situation from day to day trying to make sure no Government move was neglected to keep the country out of a real recession. While pledging anew full use of Government powers to avert a major drop, the President also declared it would be dangerous to project the Government wildly into all sorts of emergency action.</br></br>month when employment normally begins to pick up. He suggested that if the upturn did not appear it would provide a definite warning that would call for a number of Government measures, perhaps a further tax reduction."
no,wapo_409311574,8/22/02,PGCC Chief Appeals to Candidates For Money; Williams Says College Needs County's Support,"Prince George's Community College President Ronald A. Williams has a simple message for this year's candidates in the race for county executive: Help!</br></br>In a letter sent to the contenders, Williams, starting his fourth year at the helm of the 36,000-student college, appealed for increased financial support after the election.</br></br>In case the candidates had any doubts about the college's needs, Williams detailed ""four funding initiatives for the 2002 political campaign platform."" ""One of the things that struck me as the campaign has gone along is that even though education is central to what every candidate sees as important, I don't think the community college has had a sufficiently high profile in that conversation,"" Williams said in an interview. ""I have a concern about the minimalist approach the county has taken for 40 years in providing resources for the college.""</br></br>It's all about money. But it's also about the increasing role the college has come to play in the life of the county, with more than 47 percent of college-bound Prince George's students enrolling there. Since Williams's arrival in 1999, enrollment has risen 8 percent.</br></br>At the same time, county funds account for 22 percent of the college's operating budget, down from 27 percent six years ago. That's ""the lowest level of local aid to a community college in the state,"" Williams wrote."
no,wapo_307487003,11-04-1991,Virginia Winegrowers ExpectRecord Year for Grape Crop,"Virginia winegrowers expect to produce the state's most robust and prodigious grape crop ever, which could help them compete for customers who usually reach for bottles of European and California wines.</br></br>A sustained drought last summer and mild weather last spring created ideal conditions. And a shortage of rain, which continues this month, allowed the grapes to flourish without the usual fungus damage caused by precipitation and humidity.</br></br>Although nearly all Virginia wine is sold in the state, it has been catching the attention of specialists nationwide, said Thomas Matthews, an editor of the Wine Spectator magazine.</br></br>Although the drought caused millions of dollars in damage to crops such as corn and soybeans, the grape harvest is expected to reach 2,500 tons this year, the most ever.</br></br>The grapes are large and bursting with sugar because of the weather. More sugar means more flavor and alcohol in the wine. Fauquier and Orange counties are the state's two largest grape producers."
no,wapo_307804598,4/20/95,There's Only One Way to Stem the Rising Cost of U.S. Debt,"No matter how much Congress and President Clinton can agree to trim the federal budget deficit, as long as there is a deficit of any size, the national debt will continue to mount. With the administration projecting that the budget deficit will fall little between now and 2000, the resulting steady rise in the debt means that interest payments will continue to climb and pass the $300 billion mark at the end of the decade.</br></br>Interest on the debt is becoming increasingly costly. Last year's federal budget deficit would have been a scant $200 million were it not for the $203 billion the government had to pay the public in interest.</br></br>By 1997, the interest payments -- which are partially offset by interest received from the public and by interest received by government trust funds, such as those for Social Security and civil service retirees -- will be greater than defense spending. At that point, only Social Security payments will claim a greater chunk of the budget than net interest payments.</br></br>The chart at the right shows the strong link between the cost of financing the debt accumulated from past deficits and the annual amount of red ink in succeeding years.</br></br>Obviously, many other factors have been at work, with the deficit exceeding net interest payments in all but two of the fiscal years from 1975 to 1994. However, the message of the chart is clear: The budget gap the new congressional Republican majority has vowed to close is perhaps not so much a matter of overspending today as of the decisions of past Congresses and presidents, both Republicans and Democrats, to borrow rather than balance budgets."
no,wapo_408588658,12/15/99,November Retail Sales Rose a Strong 0.9%,"After two months of weak gains, a rebound in automobile purchases helped retail sales to a strong 0.9 percent increase last month as the Christmas selling season got going, the Commerce Department reported yesterday.</br></br>Sales were also strong at building supply and furniture stores, and those selling general merchandise and apparel.</br></br>In a separate report, the Labor Department said consumer prices rose 0.1 percent last month while the core portion of the consumer price index, which excludes volatile food and energy prices, increased 0.2 percent.</br></br>Over the past 12 months, the core CPI rose 2.1 percent and the overall index was up 2.6 percent. The difference was due primarily to a 10.5 percent year-over-year increase in energy costs, which constitute about 7 percent of the CPI.</br></br>In a third economic report released yesterday, Commerce said the United States had a record $89.9 billion deficit in its international transactions in the third quarter."
no,wapo_519398672,6/25/10,"4.69%; Mortgage rates hit an all-time low, drawing a collective yawn from consumers running short on confidence","The average rate on a 30-year fixed-rate mortgage dropped to 4.69 percent this week from 4.75 percent last week, Freddie Mac reported Thursday. That marks the lowest level since the company started tracking the data in 1971 and breaks the most recent low set in December. Rates have hovered below 5 percent since early May.</br></br>Yet home sales are tumbling and mortgage applications are slipping. Potential buyers have retrenched, discouraged by employment fears, the recent expiration of a home buyer's tax credit and tough lending standards, industry experts said.</br></br>""Interest rates have no effect on buyer psychology anymore,"" said Glenn Kelman, chief executive of Redfin, a real estate company. ""Now, interest rates fall to the floor and nobody cares.""</br></br>The lull in home purchases follows a burst of activity in April and May, when people were rushing to take advantage of the tax credit -- $8,000 for some first-time buyers and $6,500 for certain repeat buyers. To qualify for that subsidy, buyers had to sign a contract by April 30 and they must close the deal by Wednesday.</br></br>As the program wrapped up, home purchases plummeted. Industry figures released this week showed that sales of existing homes fell 2.2 percent in May from April, and government data showed that sales of new homes plunged nearly 33 percent during the same period."
no,wapo_141633398,4/19/62,Rival Attacks Callow On Comity Financing,"Prince Georgeâ€™s Independent Democrats renewed their attack on County Treasurer Charles E. Callow last night, charging that he failed to take advantage * of higher Interest rates in investing the Countyâ€™s funds.</br></br>Vincent Femia, the Inde pendent opposing Callow ir the May 15 Democratic pri mary, said the Treasurer in vested $500,000 at County banks in ,1961 when Govern ment securities would have paid higher interest rates.</br></br>Femia, an accountant and lawyer, said Callow made two investments of $250,000 each on Feb. 1â€”one in the Bank of Maryland and one in the Bank of Brandywine.</br></br>â€œYet on these very same dates Government securities with the same maturity date wore available for purchase by this County paying an interest rate of 2.22 per cenL,â€ù Femia said.</br></br>The insurgent candidate also said the Treasurerâ€™s office should not be â€œa part-time job.â€ù Callow has a private accounting business on the side."
no,wapo_307605449,02-10-1993,Hunt for Stocks With `Modest Expectations' Pays Off for John W. Rogers Jr.,"Merrill Lynch & Co. has its bull. Dreyfus Corp. has its lion. And money manager John W. Rogers Jr. has his turtle. Sometimes he wishes he didn't. A sketch of the symbolic turtle adorns the masthead of his newsletter, The Patient Investor. Not surprisingly, magazine photographers often ask Rogers to pose for pictures with live turtles.</br></br>As it turns out, the turtles Rogers has met are anything but patient. When he was being photographed for the cover of Black Enterprise magazine recently, Rogers said, ""I had to spend the day getting the turtle to stand still - so they could get just the right shot.""</br></br>Turtles aside, there is nothing slow or plodding about Rogers's career. At 34, he is the president of Ariel Capital Management Inc., a Chicago-based, minority-owned firm that manages $2.2 billion in mutual fund and pension fund money. But Rogers's meteoric rise didn't come about because he was selling some hot new stock market strategy. Just the opposite.</br></br>Rogers's investment strategy is pure and simple, and worth studying. He will invest only in well-run companies that have strong managers and quality products, he said. And he refuses to pay a lot for his stocks. He likes stocks selling at a modest 11 times their earnings for the coming year.</br></br>Rogers, who developed a fascination with stocks as a young man, said he came to the conclusion early in his career that the best chance to make money was to buy stocks for which there were only ""modest expectations."" This was generally true of companies that were not closely followed by Wall Street analysts, he said."
no,wapo_148892985,4/13/57,Prices Highest Near Close,"NEW YORK, April 9 unâ€”'Theistock market staged a brisk general advance today in one of the liveliest sessions of this year.</br></br>Buoyed by some good corporate news and outstanding gains by selected issues, most major divisions caught the mood and marched ahead.</br></br>Prices were at their best near the close. At that time the high-speed ticker tape was running a minute behind in reporting the final rush of buying orders.</br></br>The turnover of 2,400,000 shares was the largest since Feb. 12 when 2,550,000 shares* changed hands. The rise on average was the best since March 1.</br></br>Industrial issues were the best, performers. The leading rails went ahead but slightly. The western carriers steadied after their setback yesterday on the Supreme Court decision barring Union Pacific from drilling for oil and gas on its right of way. Utilities were mixed."
no,wapo_817206236,12-12-2010,She's the watchdog consumers will thank,"When Yahoo put out its top 10 searches in the financial category for 2010, there was no surprise to find, among the leaders, unemployment, foreclosures and the Dow Jones flash crash, the term coined for when the Dow dropped more than 600 points in one day in May.</br></br>What makes Warren stand out is her assignment to set up the new Consumer Financial Protection Bureau. If I know Warren, the agency will fundamentally change a financial industry that has long taken advantage of consumers with only an occasional and not nearly hard enough smack on the knuckles.</br></br>Warren, who is serving as assistant to President Obama and a special adviser to the secretary of the Treasury, sat down with me recently in her Treasury office for a discussion about the initial plans for the watchdog agency created to protect consumers from the abusive lending practices that contributed to the financial crisis.</br></br>""I wouldn't have guessed in a million years that I would be putting forth this agency . . . working to get it started and setting its first priorities,"" said Warren, who has taken a leave from teaching at Harvard Law School.</br></br>There has been lots of opposition to Warren heading or setting up the bureau. Critics argue that the bureau would stymie the creation of credit products and that Warren would advocate imposing regulations so tough that it would make it more difficult for people to get credit."
no,wapo_142945791,02-03-1966,"Stocks Rebound Sharply With Steels, Motors in Lead","NEW YORK, Feb, 2 (AP) The stock market rebounded sharply today after sinking to a support level where heavy buying drove prices up rapid-Iv.</br></br>The Dow Jones industrial average ended with a net gain of 6.40 at 982.29, not quite erasing yesterdayâ€™s loss of 7.62. At noon, however, the average had sunk 3.18 to 972.71 and from there on it rallied, cover-; ing 9.58 points from bottom to top.	,</br></br>Recovery was especially no-! ticeable among some of the higher-priced, more volatile] issues which were battered: yesterday. Boeing rose 71/2,| more than erasing yesterdayâ€™s loss of 1 5/8. Fairchild Camera recouped 6 1/8 of the 9 V4 it dropped yesterday. Motorola won back 2% of the 6V2-point Tuesday decline.</br></br>Well ahead were steels, motors, rubbers, mail orders-re-tails, aerospace defense issues, electronics, electrical equipments, oils, airlines and tobaccos. Rails and utilities were slightly lower. Nonfer-rous metals were down irregularly.</br></br>The Associated Press average of 60 stocks recovered .8 of the previous sessions loss of 3.0, closing at 354.1. Industrials rose 3.2, rails lost .6 and utilities .8."
yes,wapo_143441529,11/19/68,"Dow Index Off, Other Averages Edge Higher in Active Dealings: Gold Shares Lower","NEW YORK, Nov. 18 â€” Still plagued by the persistent weakness in blue chips, the stock market managed to work its way to another gain Monday. Trading was heavy, but total volume ran behind Fridayâ€™s totals.</br></br>| The gilt-edged Dow Jones industrial average spent the entire day on the wrong side of the line, ending with a loss of 2.18 points at 957.11. Gains and losses in the 30-stock average were almost evenly divided, with 14 issues down, 13 up and three unchanged. But four of the losers fell a point or more and only one stock rose that much.</br></br>Standard & Poorâ€™s 500-stock composite was ahead 0.14 point to 105.92 and the New York Stock Exchange index added 0.09 point to 59.74.</br></br>Activity was hectic enough to push the Exchangeâ€™s ticker behind the pace for a brief spell at the opening and again at the close. The final totals showed 14.39 million shares traded, compared with 15.04 million on Friday.</br></br>The margin of advances over declines was the narrowest it has been in more than a week. There were 721 winners and 634 losers, compared with 805 up and 565 down on Friday. The number of 1968 highs rose to 152 from 134 and there were six new lows, down from seven."
no,wapo_307656729,07-11-1993,"U.S. Warns N. Korea On Nuclear Weapons; In Seoul, Clinton Demands Treaty Compliance","President Clinton, entering a Cold War time warp today, promised to protect East Asia and warned North Korea against engaging in ""endless discussions"" as a way to continue a program to build nuclear weapons.</br></br>Clinton arrived this afternoon from a meeting in Tokyo with leaders of the world's seven leading industrial powers, all preoccupied with post-Cold War concerns of economic recession and competition. In South Korea, Clinton is cast in the role assigned predecessors over four decades since the close of the Korean War: the stern guardian of a lonely frontier of freedom, facing communist North Korea.</br></br>""North Korea must understand our intentions. We are seeking to prevent aggression, not initiate it,"" Clinton said in a speech to the South Korean Assembly. ""We urge North Korea to reaffirm its commitment to the Non-Proliferation Treaty"" and allow inspections, he said.</br></br>In March, North Korea renounced adherence to the treaty. The move came amid reports that Pyongyang had obtained the ability to produce a nuclear bomb or two. A slow process toward reunification with South Korea halted.</br></br>China, at the behest of the United States, tried but failed to dissuade North Korea. The United States opened talks last month, and North Korea did reverse its decision. But the government of Marshal Kim Il Sung still would not let international inspectors check nuclear facilities. ""The key issue is inspections,"" a senior administration official said."
no,wapo_1456025957,12/31/97,Consumer Confidence Reaches a 28-Year High,"NEW YORK, Dec. 30â€”A vibrant economy and plentiful jobs boosted Americans' confidence in their financial situation to a 28-year high this month despite the volatile stock market, a New York business research group said today.</br></br>The Conference Board said its index of consumer confidence jumped to 134.5 for December from a revised 128.1 in November. It was the highest reading since June 1969, when the index stood at 137.9.</br></br>â€œConsumers expect... favorable conditions to continue, and they're not picking up anything in the work force or in their communities or in business conditions that's signaling anything negative is in the works,â€ù said Lynn Franco, associate director of the Conference Buard's Consumer Research Center.</br></br>â– Nearly 41 percent of the 5,000 households surveyed rated jobs as â€œplentiful'â€™ this month, up from 36.4 percent last month. In addition, fewer respondents said jobs had become more difficult to obtain.</br></br>That positive sentiment lifted consumersâ€™ appraisals of both their current situation and their expectations for the future, Franco said. The present-conditions index climbed to 161.7 from 156.8, while the expectations measure rose to"
no,wapo_142653489,5/15/65,Stock Market Closes Mixed in Heavy Trading: DuPonts' Gain Lifts D-J Average,"NEW YORK, May 14 (AP)â€”The latest stock market rally petered out early today after two solid days of advance. Prices ended mixed.</br></br>Du Pont, however, made another big gain, rising 6% to 261. This was enough o overcome losses in some competent stocks and push the closely-watched Dow-Jones industrial average to another historic high of 939.62 with a gain of .75.</br></br>Du Pont made a high for the year and its advance was on top of a rise of 5% in the previous session. The stock was in renewed demand because directors meet on Monday and there is hope, once again, that they wil propose a stock split. Du Pont has also been spurred by reports of its big growth since it disposed of its General Motors holdings.</br></br>The rise in the Dow industrials was not an accurate reflection of the market, however. Of 1378 issues traded on the New York Stock Exchange, 572 declined and 543 advanced. New highs for the year totaled 106 and new lows 22.</br></br>The list moved a little higher in early trading, then faltered. Analysts called it pre-weekend profit taking based on the current high level of the list."
no,wapo_410265043,8/17/08,Easing Inflation Could Help Bonds; Declining Oil Prices Reduce the Risk of Diminished Returns,"Investors who rushed to the relative safety of bond funds when the stock market began to stagger last year might have thought they had outrun the troubles in equities -- only to face the new threat of inflation when oil prices started soaring. But with the cost of crude now falling, some fixed-income investors could find themselves in an enviable position.</br></br>While economists and market watchers debate the reasons behind the drop that has left oil down more than $30 a barrel from its July 11 high of $147.27, most investors are probably simply relieved to see a pullback. In the case of bonds, lower prices for oil and other commodities can reduce the risks of inflation eating into returns. And if the decline in oil signals a slowing global economy rather than an overheated market taking a break, the sure-footedness of bonds could look even more attractive.</br></br>Most investors find it easier to rely on bond funds rather than trying to navigate the complexities of the bond markets. A fund also will probably mean holdings are more safely spread out over a range of investments.</br></br>Compared with the stock market, which has been pounded by the credit crisis, many types of bond funds have fared reasonably well over the past year. The credit problems have exacted a toll on riskier parts of the market, including the asset-backed debt that includes mortgages, car loans and credit cards. But government bond funds, for example, have held up.</br></br>However, despite bond funds' relative soundness, investors have been concerned about the problems that inflation poses for their holdings."
no,wapo_307259372,2/17/90,Heating Oil Crisis Ends As Prices Decline Again;Agency: Rise Was Predictable Response to Cold,"Propelled suddenly upward by as much as 50 percent in December's record-breaking cold wave, prices have receded rapidly after a mild January and balmy February in much of the Northeast. Wholesale prices are back to where they were in November. Retail prices have declined less quickly, but are well below late December levels.</br></br>In the wake of the rapid price movements, several federal, congressional and state investigations are still trying to determine whether the surge was engineered by the oil industry to increase profits, but the U.S. Energy Information Administration has concluded that it was a predictable response to a sudden very large increase in demand.</br></br>""In the face of extraordinary and unexpected increases in demand,"" EIA said in a recent report to Congress, ""petroleum markets performed as might have been expected: The distribution system responded to temporary imbalances in supply and demand through higher prices, which were quickly followed by increased supplies and declining prices, approaching those of last November.""</br></br>In the Washington area, where the price of home-delivered fuel oil soared from less than $1 per gallon to nearly $1.40 between Nov. 1 and Christmas, Steuart Petroleum Co. quoted a price of $1.149 this week. Another major distributor, A.P. Woodson Co., was charging $1.069.</br></br>""Prices have come down faster than anyone believed they would,"" said Philip R. Chisholm, executive vice president of the Petroleum Marketers Association of America. ""Retail prices would have come down faster, except that during the last week in December {when stocks had been depleted and wholesale prices were soaring}, a lot of distributors built inventory at very high prices. Then the sudden surge of warm weather left that expensive oil in the inventory through the first week of December."" ""I think it's over,"" John Lichtblau, director of the Petroleum Industry Research Foundation, said of the heating oil crunch. ""Prices collapsed in January just as they soared in December. There was a buildup of inventory and suddenly nobody wanted the oil."""
no,wapo_140434653,5/31/91,"Incomes, Home Sales Rise, But Spending Off in April: PERSONAL SPENDING","Personal income and new-home sales rose for the third straight month in April, the Commerce Department said yesterday, providing fresh evidence that the economy is shaking loose from the recession.</br></br>But consumer spending, which fuels two-thirds of economic growth, fell slightly, leading analysts to say that any recovery is likely to be lethargic.</br></br>""If the economy is beginning to re-hound, it's a pretty anemic rebound,"" said Allan Leslie, chief economist at Discount Corp. of New York.</br></br>Nevertheless, consumer spending seemed strong enough, other analysts said, to give the economy the momentum it needs to move upward in the second quarter after declines in the previous two quarters.</br></br>The reports provided added momentum to a rally on Wall Street, where the Dow Jones industrial average added about 1 percent to just pass the 300U level in heavy trading. Bond prices also were strong."
no,wapo_1458314806,06-03-1997,"France Turns Left ;	France	Turns	Left  ","FRANCE TODAY has the highest unemployment rate among leading industrialized nations. The triumph of the leftist opposition in Sunday's election reflects votersâ€™ understandable ahxiety about this state of affairs. Unfortunately, the winnersâ€™ program, if carried out, is likely to make the problem worse.</br></br>' Conservative French President Jacques Chirac gambled when he called early elections, hoping for a parliament that would support him during the remaining five years of his term. Instead, his conservative allies lost badly to the Socialist and Communist parties. Now Mr. Chirac will uncomfortably share power with a leftist government led by a Socialist prime minister, Lionel Jospin.</br></br>-As in any election, diverse factors of personality, tactics and policy played their parts. But the chief issue was one that confronts the United States and every other nation as well: how to balance the needs and desires of each countryâ€™s population with the harsh rigors of economic globalization.</br></br>In todayâ€™s world, technology and capital are increasingly mobile; businesses can set up shop wherever profits will be greatest. Not only can ! hey; businesses that pass up opportunitiesâ€”out of loyalty to their home communities or countries, lor example, or by order of home governmentsâ€” may soon be passed by. Thus, nations find their own political possibilities limited; if they set taxes high to fund a generous social safety net, businesses will move away, shrinking the tax base and requiring even higher taxes.</br></br>France has one of the highest tax rates around; public spending accounts for more than of half its total economy, compared with about one-third in the United States. Government employs one-quarter of all workers, compared with one in seven in the United States. Nationalization of industry does guarantee that some jobs stay in France, and generous benefitsâ€”early retirement ages, for exampleâ€”are lovely for those with jobs. But both discourage private job creation; the unemployment rate in France is nearly 13 percent and growing."
yes,wapo_409471697,04-11-2003,Price's Earnings To Drop; The Fund Manager Says Fees Declined,"Money manager T. Rowe Price Group Inc. warned investors yesterday to expect a sharp drop in its first-quarter earnings because the stock market's decline sent the value of the firm's mutual funds and the fees it earns on those holdings sharply lower.</br></br>George A. Roche, T. Rowe Price's chairman and president, said first-quarter earnings per share would be about 30 percent lower than the 41 cents per share the company earned for the same period last year. Investment advisory fees dropped 10 percent from the first quarter of last year, Roche said, addressing shareholders at the company's annual meeting in Baltimore.</br></br>The falling stock market is having a direct effect on the bottom lines of mutual fund companies because funds usually charge customers based on a percentage of the dollar value of their investments.</br></br>At Price, the nation's eighth-largest mutual fund family, those fees made up about three-quarters of total revenue last year. It had $140 billion in total assets under management at the end of the quarter, down 12.4 percent from a year ago.</br></br>""Management can't do all that much right now,"" said Kenneth Worthington, an analyst for CIBC World Markets. ""This comes down to market conditions improving and the stock market going up and people putting more money"" in mutual funds, he said."
yes,wapo_146820648,08-09-1978,Dow Is Ahead 4.16: Stock Market Posts Gain After a Late Turnaround,"NEW YORK (AP) â€” The stock market turned around abruptly yesterday and headed upward in a late-aftemoon rally.</br></br>The Dow Jones index of 30 industrials, down by more than 5 points in the morning and ahead by only 1.56 a half-hour before the 4 p.m. close, finished the day up 4.16 at 889.21. Gainers outnumbered losers by about 3 to 2 among New York Stock Exchange-listed issues. Volume on the NYSE totaled 34.29 million shares, up from Mondayâ€™s 33.35 million.</br></br>In the last hour of trading, volume on the Big Board came to 6.51 million, well ahead of 5.38 million in the final hour Monday.</br></br>Nationwide turnover in NYSE-listed issues, including trades in those stocks on regional exchanges and in the over-the-counter market, amounted to 38.87 million shares.</br></br>Profit taking Monday eroded some of last weekâ€™s sharp gains, but William Lefevre at Granger & Co. was looking yesterday for steady price increases through the rest of 1978 as institutional buying picks up."
no,wapo_408180433,10-12-1993,With an upswing in office 'outsourcing' come questions,"Imagine the scene: A prime gas station location comes up for grabs. A representative from Fairfax-based Mobil Corp. squares off against a representative from Exxon Corp., both bidding to buy.</br></br>Now here's the twist: Neither real estate executive works for the oil company he represents. Instead, both are employed by Dallas-based real estate developer Trammell Crow Co.</br></br>In this era of corporate downsizing and cost-cutting, the newest trend is what is called outsourcing, or turning over operations once conducted by in-house employees to private contractors. About one-half of all corporations now use outsourcing for some real estate operations, according to an Ernst & Young survey for the national Association of Corporate Real Estate Executives.</br></br>Among the local firms turning to outsourcing is Mobil, which recently signed up with Trammell Crow, displacing much of its former in-house service center real estate staff. NationsBank Corp. is similarly negotiating with Crystal City-based development firm Charles E. Smith Cos. to handle property management of its hundreds of branch banks and operational locations in the Washington area.</br></br>But as the trend picks up steam, questions are arising about it. Of the firms surveyed by NACORE, many said that outsourcing had sometimes ended up costing them more money and providing bad service. Conflict-of-interest questions are bubbling up as well, when contractors provide a similar service to firms that compete with each other."
no,wapo_408324705,9/14/97,Leaders Weigh Tactics to Gain Increase in House Salaries Without Vote,"House leaders are weighing a plan to raise lawmakers' salaries without a direct vote on the politically sensitive question when the House considers the spending bill covering congressional pay in the next two weeks, according to congressional officials familiar with the matter.</br></br>The leaders also would like to find a way to ease the House ban on all gifts to lawmakers and their aides, but have yet to settle on a plan, the officials said.</br></br>Lawmakers have not had a raise in their salaries -- which now stand at $133,600 for a rank-and-file member -- since 1993 and have voted annually to cancel the cost-of-living adjustment to which they are entitled under the law. Congressional leaders have higher salaries, with House Speaker Newt Gingrich (R-Ga.) getting $171,500.</br></br>The House version of the bill funding the Treasury Department and general government operations is headed to the House floor without any provision exempting lawmakers from the automatic 2.8 percent inflation adjustment that is to go to federal employees in the spending year beginning Oct. 1. Under a plan receiving serious consideration, House leaders would use a routine parliamentary procedure to block -- without a vote -- any attempt to add an exemption for lawmakers, the officials said.</br></br>That would avoid lawmakers having to go on record as making a politically difficult vote on the question, although they still would have to vote to pass the overall bill."
no,wapo_409972048,8/21/05,"Some Called It Sleep; Henry Roth wrote an American classic in 1934, then fell silent for 60 years.","If you were an English major in the '60s or '70s, chances are you took a course in the Jewish novel and read books by Saul Bellow, Bernard Malamud and Philip Roth. These days, Bellow's not politically correct enough for many professors, Malamud's largely forgotten, Philip Roth is just a novelist, not a Jewish one, and few of those teaching the dozens of younger novelists who happen to be Jewish would identify them that way.</br></br>Besides, as far as classroom focus goes, most of those coming of age in literature these days are women, whether Jewish or Gentile. Students used to read about young Jewish guys on the way up, but Augie March and Alexander Portnoy have been replaced by the heroines of Candace Bushnell, both in books and, thanks to student interest in film and TV, in such forms as the ""Sex and the City"" series, which gives a whole new meaning to the phrase ""on the make."" This curricular shift is as it should be, given the current concern with the role of women, even if it minimizes the more parlous place of the Jew in the Western canon (there's no play called ""The Desperate Housewife of Venice"").</br></br>If the chapter in U.S. literary history called The Jewish Novel has closed, Steven G. Kellman brings us back to its strange beginnings in his lucid, highly readable biography of a writer whose life is as peculiar as anything in his fiction. Bellow, Malamud and company needed an ancestor to add gravitas to their mid-century Renaissance, and they found him in Henry Roth, who wrote Call It Sleep in 1934 and then lapsed into six decades of nearly total silence, spending most of those years as a waterfowl farmer in Maine and erupting in his eighties in a volcanic flood of prose that yielded thousands of pages just before his death.</br></br>Born Herschel Roth in 1906 in Galicia, a region of Austro- Hungary, the future novelist crossed the Atlantic as a babe in his mother's arms, traveling in steerage as part of the massive Jewish immigration that eventually made New York the capital of the Diaspora. The family moved around New York, spending just four years on the Lower East Side, which would become the cosmos of Call It Sleep. His mother never really learned English, and his father was a failure at making a living and at fatherhood. (Late in life, after Roth married Muriel Parker and had a family of his own, the father described him as ""a schmo who had married a shiksa and didn't amount to anything."") An indifferent student, Roth profited from City College of New York's populist admissions policy. But his real literary education came from bohemian friends who introduced him to writers like James Joyce and T.S. Eliot.</br></br>The ennui and alienation of Eliot's personae appealed to Roth, and Kellman points out that, in composing Call It Sleep, the novelist took from Joyce the goal of transforming the quotidian into art, the idea for the self-portrait of the artist as a young man and the stream-of-consciousness technique. Call It Sleep tells the story of six years in the life of an immigrant boy named David Schearl just prior to World War I. David is protected by a loving mother, but his increasingly paranoid father can't hold down a job and makes life hell for them all. The squalor Roth depicted offended some critics, though others praised the gritty details as true to life. But in 1934, when unemployment exceeded 20 percent, relatively few readers were interested in throwing their disposable cash at an unknown writer, especially one with so troubling a story to tell, and within two years Call It Sleep was out of print."
