,label,text,label_num
2132,ham,"Subject: volume changes - december , 2000
please note the following volume changes for december , 2000 :
deal # meter # counterparty trade zone from to
126281 6296 eog res 1 5 , 412 4 , 000
125822 9658 kcs res 16 9 , 379 7 , 500
bob",0
5098,spam,"Subject: is it always that much ?
spur - m formula
increase sperm production 500 %
shoot five times your load and have longer more satisfying orgasms .
complete satisfaction fully guaranteed by the industry leader - it is a money -
back guarantee that has never been needed by any of our our million customers !
this is what the world ' s top porn stars use for their huge effects !
http : / / pockmarked . com / spur / ? aa
",1
2788,ham,"Subject: meter 980070
daren ,
this meter has recorded flow for the following days with no deal .
10 - 29 - 99 1300
10 - 30 - 99 23
10 - 31 - 99 23
2 - 06 - 01 ( 4222 )
we used deal 83388 last january to write off this meter ' s hpl strangers balances . how should this flow be handled ?",0
1979,ham,"Subject: job survey and matching
heather - - darren and donna were left off of bob ' s e : mail , can you set up
times with them ?
- - - - - - - - - - - - - - - - - - - - - - forwarded by kathryn bussell / hou / ect on 11 / 06 / 2000
03 : 40 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
bob m hall @ enron
11 / 02 / 2000 05 : 58 pm
to : robert superty / hou / ect @ ect , george d smith / na / enron @ enron , randall l
gay / hou / ect @ ect , michael eiben / hou / ect @ ect , victor lamadrid / hou / ect @ ect ,
edward terry / hou / ect @ ect , katherine l kelly / hou / ect @ ect , rita
wynne / hou / ect @ ect , pat clynes / corp / enron @ enron
cc : kathryn bussell / hou / ect @ ect
subject : job survey and matching
just to give you a head up . katherine will be getting with each of you next
week to
work on a new job survey and matching process for hr to do a salary
comparison .
this should be like the one done last year .
we only have till thursday of next week to get this finished .
thanks
bob",0
3242,ham,"Subject: re : accomplishments for the first six months
yes , it is a great accomplishment . please don ' t go any time soon .
talk to you later .
bob
- - - - - original message - - - - -
from : farmer , daren j .
sent : thursday , may 17 , 2001 11 : 20 am
to : hall , bob m
subject : re : accomplishments for the first six months
is "" not going to aep "" considered an accomplishment ? by the way , most of the people who could give performance feedback on me are leaving or have left the company . i ' m sure they thought that i was superior though .
d
- - - - - original message - - - - -
from : hall , bob m
sent : thursday , may 17 , 2001 11 : 07 am
to : superty , robert ; farmer , daren j . ; wynne , rita ; mcclure , mark ; bussell l , kathryn
subject : accomplishments for the first six months
it ' s that time again .
please put together a list of accomplishments for the first six months .
i know you can use the system some how , just not sure how .
let me know .
thanks
bob",0
3699,spam,"Subject: 
holiday specials on : didrex and nasacort
60 + other great products
help with heartburn relief , pain relief and more .
overnight fedex shipping gets your meds to you promptly
http : / / www . muo . stong 6 t 6 g . com / bwrx /
skied recondite alp feel cyprian cholesterol ccny gallonage homeward service yttrium entrant sulk belove toolkit truce heroin knock series airborne tallahassee squid summertime anus bose bearberry reck bushnell nurse octahedral yemen forgotten forrest dnieper permian
",1
80,ham,"Subject: january setup - - mops
specifically , meter 1373 has several deals set up and 6 of them are ranked
10 . these will not allocate properly as you know . suggest you double check
all the industrials to ensure they are ranked correctly . january will then
need to be re - nomed .
ken",0
5035,spam,"Subject: re [ 3 ]
paint shop small world ! could i speak to . . . in 1869 i ' ll call back ! surfing",1
3085,ham,"Subject: re : shut - in of meter 989842
i need help on this one . i spoke to gary shortly after he sent this e - mail the other day . i wasn ' t sure what to say in the letter regarding how long they would be shut in - - is there some repair that needs to be done to remedy the situation ? are we ever going to take the gas again ? should i tell them that it will remain shut in until the gas meets our specs ?
at gary ' s suggestion , i called mike morris & left a message , but haven ' t heard back from him . therefore , i am sending this e - mail to see if anyone else can give me some advise on the contents of the notification letter that i need to send out .
thanks in advance for any help that you can give me .
enron north america corp . from : gary a hanks 04 / 16 / 2001 03 : 51 pm
to : cheryl dudley / hou / ect @ ect , shawna flynn / hou / ect @ ect , michael w morris / hou / ect @ ect
cc : james mckay / hou / ect @ ect , daren j farmer / enron @ enronxgate , edward terry / hou / ect @ ect , earl tisdale / hou / ect @ ect
subject : shut - in of meter 989842
meter 0989842 tri - c resources gov . daniel was shut in at approximately 12 : 00 pm on friday april 13 . the producer was shut in due to high hydrocarbon dew point .
if you have any questions please call me at 3 . 6449 .
thanks
gary hanks",0
2778,ham,"Subject: hpl nom for march 21 , 2001
( see attached file : hplno 321 . xls )
- hplno 321 . xls",0
1318,ham,"Subject: re : enron / hpl actuals for july 31 , 2000
hey charlie ,
for the 31 st , i show that the enron contract would be fulfilled with the 30 . 0
at hpl katy . please correct me if i am incorrect .
iferc totals 2 , 015 . 0 on 7 / 28 / 00 ( volume on the 28 th is 61 . 250 at the tap )
enron totals 1 , 240 . 0 on the 31 st ( volume on the 31 st is 30 . 0 at hpl )
gas daily totals 331 . 250 at the tap
7 / 28 6 . 250 ( assuming 77 . 5 at the tap )
7 / 29 100 . 0
7 / 30 110 . 0
7 / 31 115 . 0 ( assuming 30 . 0 on the enron contract for th 31 st )
please advise .
regards ,
ami
"" melissa jones "" on 08 / 01 / 2000 10 : 44 : 08 am
to : "" charlie stone "" , "" gary green "" ,
timpowell @ txu . com , daren . j . farmer @ enron . com , gary . a . hanks @ enron . com ,
carlos . j . rodriguez @ enron . com , earl . tisdale @ enron . com , ami . chokshi @ enron . com
cc :
subject : enron / hpl actuals for july 31 , 2000
teco tap 105 . 000 / hpl iferc ; 10 . 000 / enron
ls hpl lsk ic 30 . 000 / enron",0
3537,ham,"Subject: fw : hpl imbalance payback
- - - - - original message - - - - -
from : laallen @ aep . com [ mailto : laallen @ aep . com ]
sent : monday , october 15 , 2001 1 : 16 pm
to : dbaumba @ enron . com
subject : hpl imbalance payback
sorry , guessed wrong at your e : mail ! !
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hol / aepin on 10 / 15 / 2001 12 : 15 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : brian . hull @ enron . com , dave . bombeck @ enron . com
cc : rita . wynne @ enron . com
subject : hpl imbalance payback
brian - this relates to an imbalance due enron pre - june 2001 . aep / hpl is negotiating on enron ' s behalf to clear these historical imbalances . lobo wants to pay this gas back on wednesday . you guys can take this in and transport it on hpl to a market ( for a fee , of course ) or you can outright sell it to hpl after taking receipt at king ranch . it is up to you . i realize that wednesday may be short notice . i was not a party to determining the date of this resolution and have no problem getting these guys to hold off , if need be . just let me know how you want to proceed . i ' m at 832 - 668 - 1181 . thanks .
- - - - - - - - - - - - - - - - - - - - - - forwarded by lauri a allen / hol / aepin on 10 / 15 / 2001 12 : 04 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
to : "" ' laallen @ aep . com ' "" , "" ' smaki @ aep . com ' "" , "" ' susan . m . braden @ exxonmobil . com ' ""
cc : "" garza , israel ""
subject : hpl imbalance payback
we have confirmed and agreed with hpl ( laurie allen ) and exxon ( susan
braden ) to allow lobo pipeline to payback our hpl thompsonville imbalance at
hpl - king ranch .
our imbalance to date is 6798 dkthm , and we would like to schedule this for
gas day wednesday , october 17 . please respond to this email if you all
agree with this date .
i will send a nomination tomorrow morning once each party has agreed to this
email .
sean , could you please forward this to daxa bhavsar .
regards ,
robert j . perez jr .
lobo pipeline company l . p .
t & e ( transportation & exchange )
etn : 639 - 4685
mailto : roberto . j . perez . jr @ usa . conoco . com",0
113,ham,"Subject: industrial accounts
as of january 2000 , i have taken over scheduling all "" industrial accounts ""
without the assistance of
kenneth seaman .
i want to thank ken for all of his efforts during our training period .
ken has help me feel confident to continue this responsibility with
little , if any , assistance from himself .
thus , please forward all correspondence to me directly in the future .",0
2325,ham,"Subject: hpl meter # 981295 hungerford grain company
daren :
on 6 / 16 / 99 , hpl recorded flow of 10 mmbtus from hpl ' s pipeline . the gas
measurement dept . verified the accuracy of this flow . no deals were place
for the month prior or the month after . currently , this volume is being
recorded to hpl ' s strangers gas contract . logistics needs approval to
write - off this volumes to unaccounted for gas loss . ( please print , sign , and
return original to clem cernosek ) .
approval to write - off the volume to unaccounted for gas loss
thanks , clem",0
2614,ham,"Subject: meter 981318
daren ,
the above meter recorded a flow on jan 15 this year . it has not had any
activity all the way back through 1999 . i checked with cheryl jones and the
flow is good . it was apparently turned on for that one day . do we need to
put in a deal for this flow ?
thanks .
also , we had a transport nom from texaco into king ranch , so we will have
adequate flow into stratton .",0
1190,ham,"Subject: my vacation
i will be on vacation the week of july 17 th through july 21 st . if you have
any risk questions , please refer them to dave baumbach . if you need to get
in touch with me you can try my cell phone ( 713 ) 504 - 2666 or ( 850 ) 267 - 4300 .",0
2796,ham,"Subject: hpl nom for march 22 , 2001
( see attached file : hplno 322 . xls )
- hplno 322 . xls",0
2834,ham,"Subject: neon lesson 5
here is lesson # 5 . have fun !
- experiencing god week 5 . doc",0
913,ham,"Subject: confirming requisitions
confirming the open requistions for your group . if your records indicate
otherwise , please let me know .
lisa csikos 104355 , 104001
rita wynne 104354
daren farmer 104210
mike eiben 104323
pat clynes 104285
mary smith 104301
steve venturatos 59127 , 104353
the posting dates have all been updated to reflect a current posting date .
thanks for your support ! !
toni",0
2996,ham,"Subject: enron actuals for april 4 , 2001
estimated actuals
teco tap 20 . 000
as soon as we get a e - mail from duke i will send it to you .",0
4872,spam,"Subject: online pharmacy - buy drugs online
online pharmacy - visit our online store and save .
save up to 80 % compared to normal rates .
all popular drugs are available !
- world wide shipping
- no doctor visits
- no prescriptions
- next day priority shipping
- discreet packaging
- buy in bulk and save !
we make it easier and faster than ever to get the prescriptions you
need .
go here : http : / / tolr . com /
simply rx is your convenient , safe and private online source for
fda approved pharmacy prescriptions . we sell brand - name and exact
generic equivalents of us fda approved prescription drugs through
our fully - licensed overseas pharmacy . upon approval of your medical
information , a licensed physician will issue a free prescription
which can be filled and shipped to you in one business day .
no thanks : http : / / tolr . com / z . php
",1
2916,ham,"Subject: april - - - flexible katy gas
fyi - - -
here is what i show so far for april baseload / term katy flexible purchase gas :
oasis meter # 6780 :
aquila 10 . 000
duke 20 . 000
richardson 1 . 312
conoco 15 . 000
total 46 . 312 flexible
lonestar meter # 67 :
duke 47 . 850 ( 50 . 000 - 2 . 150 inflexible )
mitchell 20 . 000
crosstex ( 6 . 200 ) ( baseload sale )
total 61 . 650 flexible
thanks ,
mark
x 33396",0
57,ham,"Subject: black marlin - meter 986782 for 8 / 98 - ua 4
according to measurement , there is flow of 7 , 394 in 8 / 98 , however , there is
nothing to indicate this is gas that was received on hpl in oss . i checked
mips and there is a measurement statement that supports the flow rate of
7 , 394 mmbtu .
daren is there a deal in cpr which may not have fed over to oss ?
thanks , stella",0
1130,ham,"Subject: revised nom - yates energy
daren ,
yates energy has revised their nom for 7 / 00 at meter # 6598 from 2 , 939 to
3 , 096 ?
bob",0
2967,ham,"Subject: first deliveries - comstock oil & gas and hesco gathering company
see attached letters",0
1841,ham,"Subject: wacog for sale to cannon winter 2000 - 01
according to the contract the pricing of the gas we are selling back to
cannon is a wacog of what we bought it for this summer . here is the
calculation of the wacog . let me know if there are any questions / comments .
dave",0
1035,ham,"Subject: calpine daily gas nomination
- hidalgo daily gas nomination . doc",0
1126,ham,"Subject: sap timelines
as you are aware , the sap financial systems will be implemented for the enron
north america
companies on july 1 , 2000 . the attached file contains timelines for a
transaction .",0
1339,ham,"Subject: hpl nom for august 5 , 2000
( see attached file : hplo 805 . xls )
- hplo 805 . xls",0
4677,spam,"Subject: the daily stock barometer
investor aiert - l r c j - brand new stock for your attention
lauraan corporation - stock symbol : l r c j
breaking news reieased by the company on friday after the ciose - watch
out the stock go crazy on monday morning 24 th of january .
current price : $ 0 . 12
current price : $ o . 12
projected specuiative price in next 5 days : $ o . 42
projected specuiative price in next 15 days : $ 0 . 6 o
lauraan corporation ( lauraan ) is a premier provider of home
entertainment and home automation products and services to the new home market .
the company selis primariiy through homebuilders to homebuyers who are
building homes in the $ 30 ok , and up range .
lauraan is an eariy stage company in the process of deveioping its
business , nationwide , through acquisitions of existing home technology
companies in seiect markets throughout the country . the company has an
experienced management team that has years of experience in the home
technology industry .
current price : $ 0 . 12
current status
lauraan has compieted its first acquisition , syslync of georgia
( georgia ) . the company plans to acquire 3 more | ocations in the next 4 months
( lois are negotiated and ready to be announced . ) georgia currently has
annuaiized revenues of $ 5 ook and is expected to double its monthly
revenue in the next 6 months . the three next acquisitions wi | | add an
additional $ 2 . 5 million in revenue .
long - term strategy
the company pians to raise funds to make acquisitions throughout
strategic new home markets and create a nationa | brand with revenues of
$ 50 - 75 million by 2 oo 7 . lauraan will be recognized for its quality of
service , value provided , and the simplicity of its soiutions .
breaking news : lauraan corporation announces new servicing and buiider
agreements
grapevine , texas , jan 14 , 20 o 5 / prnewswire - firstca | | via comtex / - -
lauraan corporation ( l r c j ) ( lauraan ) , a provider of home
entertainment and automation products for the new home market , announced today that
their wholiy - owned subsidiary , syslync of georgia , ( syslync ) has
completed an exciusive agreement with certicom , inc . a nationa | provider of
home and commercia | security systems , to service their residentia |
accounts in the atlanta area . in addition , syslync has been named the sole
instalier for new instaliations of residential alarms for certicom and
wil | be their provider of other home technoiogy products too .
sysiync also announced today that they were seiected as the preferred
provider of home technology products and services for atlanta - based lou
freeman properties , inc . , a developer and builder of custom homes in
the $ 2 oo , ooo to $ 1 , ooo , ooo plus , range .
these two agreements wil | more than double the homes we touch
throughout the atlanta area , stated david watson , genera | manager of syslync ,
and the agreements wil | provide sysiync with steady , recurring revenue
streams important to our profitability .
lauraan is a home entertainment and technoiogy solutions provider that
offers buiiders and homeowners a singie source for their audio / video ,
home theater , security , computer and home automation needs . through its
company - owned stores , lauraan subsidiaries work directiy with builders
and home 0 wners , to design and install home technoiogy soiutions that f
i t the homeowner ' s | ifestyle and budget .
safe harbor act disc | @ imer : this press reiease contains forward - looking
statements within the meaning of section 27 a of the securities act of
1933 , as amended , and section 21 e of the securities exchange act of
1934 , as amended ( the exchange act ) , and as such , may involve risks and
uncertainties . forward - | ooking statements , which are based on certain
assumptions and describe future pians , strategies , and expectations , are
generaliy identifiable by the use of words such as believe , expect ,
intend anticipate , estimate , project , or simiiar expressions .
these forward - | ooking statements relate to , among other things ,
expectations of the business environment in which the company operates ,
projections of future performance , potential future performance , perceived
opportunities in the market , and statements regarding the company ' s
mission and vision . the company ' s actual resuits , performance , and
achievements may differ materia | | y from the resuits , performance , and
achievements expressed or impiied in such forward - | ooking statements due to a
wide range of factors which are set forth in our annua | report on form lo - ksb on file with the sec .
read this | ega | notes before you do anything else :
information within this email contains forward | ooking statements
within the meaning of section 27 a of the securities act of 1933 and
section 21 b of the securities exchange act of 1934 . any statements that
express or involve discussions with respect to predictions , goais ,
expectations , beliefs , plans , projections , objectives , assumptions or future
events or performance are not statements of historica | fact and may be
forward looking statements . forward looking statements are based on
expectations , estimates and projections at the time the statements are made
that invoive a number of risks and uncertainties which could cause
actua | resuits or events to differ materia | | y from those presently
anticipated . forward | ooking statements in this action may be identified
through the use of words such as : projects , foresee , expects ,
estimates , beiieves , understands will , part of : anticipates , or that
by statements indicating certain actions may , could , or might
occur . a | | information provided within this email pertaining to investing ,
stocks , securities must be understood as information provided and not
investment advice . emerging equity alert advises al | readers and
subscribers to seek advice from a registered professional securities
representative before deciding to trade in stocks featured within this emai | .
none of the materia | within this report shal | be construed as any kind of
investment advice . piease have in mind that the interpretation of the
witer of this newsietter about the news pubiished by the company does
not represent the company official statement and in fact may differ from
the real meaning of what the news release meant to say . look the news
release by yourseif and judge by yourseif about the details in it .
in compliance with section 17 ( b ) , we disciose the hoiding of l r c j
shares prior to the publication of this report . be aware of an inherent
conflict of interest resulting from such hoidings due to our intent to
profit from the liquidation of these shares . shares may be sold at any
time , even after positive statements have been made regarding the above
company . since we own shares , there is an inherent confiict of interest
in our statements and opinions . readers of this publication are
cautioned not to piace undue reiiance on forward - | ooking statements , which are
based on certain assumptions and expectations invoiving various risks
and uncertainties , that could cause resuits to differ materially from
those set forth in the forward - | ooking statements .
piease be advised that nothing within this email shall constitute a
solicitation or an invitation to get position in or se | | any security
mentioned herein . this newsletter is neither a registered investment
advisor nor affiliated with any broker or dealer . this newsietter was paid
$ 19560 from third party to send this report . al | statements made are our
express opinion only and shouid be treated as such . we may own , take
position and se | | any securities mentioned at any time . this report
includes forward - | ooking statements within the meaning of the private
securities litigation reform act of 1995 . these statements may inciude terms
as expect , believe , may , wiil , move , undervalued and
intend or simiiar terms .
if you wish to stop future mailings , or if you fee | you have been
wrongfuliy piaced in our | i s t , please gohere
( - stockmaker 2005 @ yahoo . com - )
",1
4538,spam,"Subject: colloquy
hi , this is christine replying back . i think you were referred by a friend of the website . are you new to dating housewives ? they are some pretty hot girls in there but i ' d like to show you what i ' m about on my webcam first . i live in within your area code so maybe we could hook up after as well . anyways , hope to hear from you soon . . .
http : / / www . usapayboy . com / ora / enter . php
kisses ,
christine : - )
",1
101,ham,"Subject: ces - blue dolphin pipeline
starts 1 / 7 / 99 for 30 days ( will eventually be termed up )
buy from spinnaker at galveston island 250 l at gd hsc - . 08 plus tsp and dehy
( . 138 )
transported on blue dolphin pipeline ( agency has been given to enron per mary
jean at bdpl )
$ . 123 transport ( contract bdpl - 064 - gtsa )
$ . 015 dehy fee ( contract mei - 056 - da )
sold to dow at its plant inlet in brazoria county at gd hsc - . 07
blue dolphin does not require nominations . whatever is produced is allocated
to dow . currently , the volumes are about 208 mmbtu / d .
samedan operates the production field . ( janene shipp 580 - 221 - 1200 )
blue dolphin contacts
volumes - ken davenport 713 - 227 - 7660 xl 37
transport - mary jean krinke 713 - 227 - 7660 xl 55
ami
3 - 9272",0
2950,ham,"Subject: final final version
i have added shell and deleted south hampton .",0
3431,ham,"Subject: thank you for your contribution ! together we can change lives !
thank you for changing lives .
employee id : 90011947
name : jerry d farmer
payment amount : 10 . 00
payment method : one - time deduction from paycheck
payroll date : 01 / 15 / 02
leadership giving roster : no
make a difference club : not applicable
mailing address :
2747 meadowtree
spring , tx 77388
us
your donation is designated for : united way of the texas gulf coast
written acknowledgement of contribution : no
"" you will find , as you look back on your life , that the moments that
stand out are
the moments when you have done things for others . ""
- henry drummond",0
4818,spam,"Subject: quick look
ever rent or buy an adult dvd from the store ? having to deal with the weird
"" looks "" from the checkout person . . . not anymore . you can download
full length adult dvds from the comfort of your own home , and keep them
forever . . .
all dvds are downloadable in full length or by chapter , in
. wmv or xvid format . . . no limits , no drm . high rez for broadband , regular rez
for dial - up . . . remember you can keep ' em forever , even burn ' em and watch on
your tv . . . all for the price of just one dvd from the store . we ' re now
offering one week free ! ! click here now !
not for me
",1
1577,ham,"Subject: re : equistar buybacks
the only valid "" buyback "" ticket for meter # : 1373 is sitara ticket # :
246408 . s . ticket # : 156342 is an old ticket which was used to set up
buyback
ticket across equistar ' s meters { 1552 , 1384 , 1062 , 1553 } . if you recall
this process was done to enable client services to automate equistar
allocation / billing . the project took place around april 2000
production retroactive back to jan . 1999 . the link to compute the buyback is
set up
on s . ticket # 246408 .
since equistar has begun doing business via ena , it was necessary to
establish a "" buyback ticket "" on ena ' s matrix .
thus , to answer your question , yes there should only be one "" buyback
ticket "" for meter # : 1373 on hpl and ena .
ena activity is kept whole and the swing is on hpl .
i hope i have addressed all of your questions below however , i am
available for follow up discussion if needed .
it has been a pleasure working with you . i learned a lot about the
business while scheduling industrials and thanks for the opportunity .
daren j farmer
09 / 07 / 2000 08 : 32 am
to : robert e lloyd / hou / ect @ ect
cc : pat clynes / corp / enron @ enron
subject : equistar buybacks
robert ,
there are three buy back tickets in sitara for equistar at mtr 1373 . two for
hpl and one under ena . shouldn ' t we have only one buyback for each company ?
also , how do you have the meter set up to allocate between the ena contract
and hpl contract ?
d",0
4864,spam,"Subject: business ideas : march 2005
hows it going
looking for a new way to generate income easily
with the explosion of the online world come new opportunities
you no longer need tons of cash to reach a large audience
you can run an online casiino from your home
nothing fancy is needed , just a computer and a little money down
telephone 1 - 877 - 800 - 5085 extention 315 to get set up
chapel vampire altruism bunk sagacity
",1
2488,ham,"Subject: equistar feb - 01
i think i found the deal . deal # 157572 has meter 1372 attached to it . it
should be meter 1373 . the 10 . 000 is split between two meters , but all should
be at meter 1373 . can i change it ?
al
- - - - - - - - - - - - - - - - - - - - - - forwarded by aimee lannou / hou / ect on 01 / 29 / 2001 04 : 07
pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
aimee lannou 01 / 29 / 2001 03 : 59 pm
to : daren j farmer / hou / ect @ ect
cc :
subject : equistar feb - 01
daren - here are the equistar # ' s . there should be a total of 65 . 000 . there
is a new deal per janice at equistar at meter 1373 effective 2 / 01 . i have
not seen a deal for this . let me know if it is legitimate . no volumes were
added , just moved from meter to meter . ( deal # 378904 ) thanks .
al",0
2170,ham,"Subject: re : meter 1428
i am pretty sure this is a "" high zero "" and will be adjusted out by
measurement . so , disregard these spurious volumes coming across .
james",0
669,ham,"Subject: meter 1517
daren - i know you have been busy , but i left you a voice mail yesterday
about meter 1517 . there was flow of 14 mmbtus on mar . 1 . we have no deal at
the meter until mar . 14 . could you either set up a new deal to cover this
flow or extend the deal from feb . ? february ' s deal number was 93804 . please
let me know today . allocations close today .
thanks .
- aimee",0
841,ham,"Subject: unify close schedule
the following is our close schedule for this coming month . please keep in
mind the following key times . . .
unify to sitara bridge back 1 : 45 p . m . wednesday , may 31 st ( all errors must be
clear by this time )
mass draft at 6 p . m . wednesday evening
accrual process begins thursday , june lst at 6 a . m .
if you have any changes to this timeline , please ensure that i am contacted
as soon as possible .
thanks ,
mechelle
x 37278",0
4999,spam,"Subject: dealers and distributors wanted !
new ! communication products !
$ 129 . 50
$ 168 . 00
$ 185 . 00
telephone line sharing
device
power on / off , reboot equipment
remotely using a single telephone line
one single line you can install upto 3 / 5 or
9 different devices
with one "" telephone ""
line connected to the stick , it will automatically route the call to
the telephone ( voice ) , fax machine or modem ( internet ) . eliminating
the need cost of more lines . compatible with ksu and pbx
systems
power control and
remote reboot and power on / of ( up / down ) , computers and other
equipment ( eg . atm machines ) using the phone line ! ! no need to
travel ! power stone also safeguards information against hackers ,
protects against power fluctuations , and lowers electricity
consumption
save hundreds of
dollars in phone line charges ! the polnet acp ( automatic call
processors ) . one single line you can install upto 3 / 5 or 9 different
devices ! safeguards against hackers , provides surge protection . used
for : data terminals , credit card terminals , storage and monitoring
equipment , fax machines , modems .
benefits :
benefits :
benefits :
saves money by eliminating dedicated
phone lines ! !
add equipment without adding
lines .
precision routing .
roi within 3 to 6 months .
one year warranty .
reduces downtime .
improves customer service .
saves costly service calls .
return on investment realized with
one saved service call .
one year warranty .
saves money by eliminating dedicated
phone lines ! !
centralized control from remote location .
roi within 3 to 6 months .
rugged , dependable in harsh environments .
two year warranty .
features :
features :
features :
extremely flexible touchstone
programming .
user defined transfer codes .
broad compatibility with telephony
equipment and telco services .
barge - in
protection .
stackable .
non - volatile programming .
auto fax detect .
no loss of data throughput speed or
integrity . . . . invisible to call transaction .
toll free tech
support .
manual or automatic operation modes .
120 vac receptacle .
15 a breaker .
touchtone control with security or ring to trip control .
touchtone programming .
toll free tech support .
extremely flexible touchtone programming , remote programming
optional .
user defined transfer codes to seven
digits .
broad compatibility with telephony
equipment and telco services .
barge - in protection .
dual surge protection .
emergency barge - in for priority
calls .
no loss of data throughput speed or integrity . . . . invisible to
call transaction .
toll free tech support .
visit : http : / / www . computron - me . com for deals !
your one stop / office # td
01 , jebel ali duty free zonedubai , uae . www . computron - me . com
for latest clearance sale listing contact our
sales department .
for further details please send
your enquiries to : dealers @ emirates . net . aeor contact via www . computron - me . com
compaq
hewlett packard
3 com
dell
intel
iomega
epson
aopen
creative
toshiba
apc
cisco
us
robotics
microsoft
canon
intellinet
targus
viewsonic
ibm
sony
- - - - - - - and lots more
! ! !
if you have any
complaints / suggestions contact : customerservice @ computron - me . com
tel + 971 4
8834464
all prices in u . s . dollars , ex - works ,
fax + 971 4
8834454
jebel ali duty free zone
www . computron - me . com
prices and availability subject to change
usa -
canada u . a . e .
without
notice .
to receive our special offers
in plain
text format reply to this
mail with the request * for
export only *
this
email can not be considered spam as long as we include : contact
information remove instructions . this message is intended for dealer
and resellers only . if you have somehow gotten on this list in error , or
for any other reason would like to be removed , please reply with "" remove
"" in the subject line of your message . this message is being sent to you
in compliance with the federal legislation for commercial e - mail
( h . r . 4176 - section 101 paragraph ( e ) ( 1 ) ( a ) and bill s . 1618 title iii
passed by the 105 th u . s . congress .
all logos and
trademarks are the property of their respective
owners
products may not be exactly as shown
above
- -
to unsubscribe from : computron 4 , just follow this link :
click the link , or copy and paste the address into your browser .
please give it atleast 48 hours for unsubscription to be effective .",1
3364,ham,"Subject: new tax law update
whether you ' re investing for your kids ' education or your retirement , the
new federal tax law may make your goals easier to reach . the $ 1 . 35 - trillion
tax relief package could affect your finances in many areas , from investing
for college and retirement to managing income and estate taxes .
many of the tax cuts will phase in gradually over the next several years .
but to help you take advantage of all possible provisions , we should start
planning soon . some of the ways you may benefit include :
lower income tax rates . the gradual reduction of tax rates has already
begun . in fact , the new withholding schedule went into effect on july 1 .
and , you should receive a tax rebate check soon due to the creation of a new
10 % bottom rate retroactive to january 1 , 2001 . as tax rates fall over the
next few years , your disposable income will likely rise - offering an
opportunity to invest more toward your various goals .
education - funding incentives . parents who want to help their children attend
college may now find their financial task easier . the tax relief act will
improve education savings tools such as :
? education iras - the accounts ' contribution limit will rise from $ 500 to
$ 2 , 000 in 2002 . what ' s more , money in these accounts can now be used for
elementary and secondary school costs in addition to higher education
expenses .
? state sponsored 529 college savings plans - also beginning in 2002 ,
distributions from these plans for qualified education expenses will be tax
free . currently earnings in the accounts are deferred and taxed at the
beneficiary ' s rate upon withdrawal . 529 s are particularly attractive due to
their generous contribution limits .
? deductions for education expenses - the act increases eligibility for
student loan interest deductions and it creates a new deduction for higher
education expenses .
? the child tax credit - though not tied specifically to education expenses ,
this credit will provide increasing help to parents investing for college .
previously $ 500 per qualifying child under 17 , the credit increases to $ 600
in 2001 - 2004 , $ 700 in 2005 - 2008 , $ 800 in 2009 and $ 1 , 000 in 2010 and
thereafter .
higher retirement plan contribution limits . the tax act will allow people
with earned income to invest more in retirement plans and iras - possibly
helping them retire sooner and more comfortably . your options may include :
? traditional and roth iras - annual contribution limits for both of these
types of iras will gradually rise from $ 2 , 000 this year to $ 5 , 000 in 2008 .
after that , the limits will be indexed to inflation in $ 500 increments .
? 401 ( k ) s and 403 ( b ) s - working individuals also may be able to invest more
in their employer retirement plan . the limit on elective deferrals will
gradually rise from $ 10 , 500 this year to $ 15 , 000 in 2006 , and this doesn ' t
include the catch - up contribution provision for people 50 years and older .
and much more . there are other provisions in the new tax law that may
benefit you and your family . when we meet , we ' ll identify the ones that
apply to you and help you make the most of them .
as you can see , the new tax law provides meaningful tax savings in a number
of areas . but because the changes will be phased in gradually - and some are
set to expire after 2010 without reauthorization - your planning must be
flexible enough to react to year - by - year changes .
such planning is where american express financial advisors excels . i ' m
backed by a corporate team of specialists in taxation , investments , estate
and retirement planning , and more to help you make the most of your
finances .
let me know if you have any questions . i look forward to seeing you .
byron
"" make all you can , save all you can , give all you can . ""
john wesley
byron w . ellis , cfp ( tm ) , clu , chfc
senior financial advisor
american express financial advisors
ids life insurance company
1450 lake robbins drive
suite 100
the woodlands , tx 77380
phone 281 . 367 . 8658 ext . 2227
fax 281 . 364 . 9628
e mail byronellis @ usa . net
- winmail . dat",0
3942,spam,"Subject: brazilian style baby g nqwjsb imzccexvwra
deport
wild latina girls
image loading . . . .
backwater
remove me please
if you would like to be removed from our mailing lists please
click here .
actinolite
gmuj bqj
wxnluvx ynvk ax socdeo
kddaainebfqdzujentqhk
hypothalamus
skbweph",1
